feature,family,first_included_tier,source,units,description,calculation_from_raw_data,implementation,F0,F1,F2,F3,F4,F5,F6,F7,F8
opp_adj_v1_4_offense_passing_plays_ppa_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_passing_plays_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_passing_plays_ppa)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_passing_plays_ppa_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_passing_plays_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_passing_plays_ppa),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_passing_plays_success_rate_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_passing_plays_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_passing_plays_success_rate,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_passing_plays_success_rate_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_passing_plays_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_passing_plays_success_rate)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_passing_plays_success_rate_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_passing_plays_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_passing_plays_success_rate),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_power_success_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_power_success) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_power_success,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_power_success_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_power_success) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_power_success)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_power_success_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_power_success) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_power_success),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_ppa_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_ppa,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_ppa_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_ppa)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_ppa_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_ppa),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_rushing_plays_ppa_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_rushing_plays_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_rushing_plays_ppa,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_rushing_plays_ppa_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_rushing_plays_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_rushing_plays_ppa)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_rushing_plays_ppa_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_rushing_plays_ppa) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_rushing_plays_ppa),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_rushing_plays_success_rate_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_rushing_plays_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_rushing_plays_success_rate,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_rushing_plays_success_rate_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_rushing_plays_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_rushing_plays_success_rate)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_rushing_plays_success_rate_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_rushing_plays_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_rushing_plays_success_rate),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_stuff_rate_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_stuff_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_stuff_rate,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_stuff_rate_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_stuff_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_stuff_rate)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_stuff_rate_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_stuff_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_stuff_rate),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_success_rate_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for offense_success_rate,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_success_rate_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(offense_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(offense_success_rate)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_offense_success_rate_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(offense_success_rate) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(offense_success_rate),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statgen_turnovers_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(statgen_turnovers) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for statgen_turnovers,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statgen_turnovers_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(statgen_turnovers) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(statgen_turnovers)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statgen_turnovers_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(statgen_turnovers) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(statgen_turnovers),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statoff_yards_per_pass_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(statoff_yards_per_pass) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for statoff_yards_per_pass,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statoff_yards_per_pass_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(statoff_yards_per_pass) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(statoff_yards_per_pass)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statoff_yards_per_pass_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(statoff_yards_per_pass) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(statoff_yards_per_pass),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statoff_yards_per_rush_attempt_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(statoff_yards_per_rush_attempt) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for statoff_yards_per_rush_attempt,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statoff_yards_per_rush_attempt_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(statoff_yards_per_rush_attempt) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(statoff_yards_per_rush_attempt)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_statoff_yards_per_rush_attempt_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(statoff_yards_per_rush_attempt) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(statoff_yards_per_rush_attempt),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_points_against_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(target_points_against) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for target_points_against,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_points_against_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(target_points_against) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(target_points_against)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_points_against_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(target_points_against) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(target_points_against),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_points_for_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(target_points_for) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for target_points_for,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_points_for_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g(target_points_for) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); mean of the most recent min(3,n) adjusted game contributions a_g(target_points_for)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_points_for_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g(target_points_for) = x_g - historical_mean(x) + 0.10 [R_o/sd(R)] historical_sd(x); cumulative mean through week w: n^(-1) sum_g a_g(target_points_for),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_team_margin_ewm,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g = margin - [7(R_t-R_o)/sd(R) + 2.5 home]; EWM of adjusted contributions: e_w = 0.45 a_w + 0.55 e_(w-1) for target_team_margin,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_team_margin_last3,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,"a_g = margin - [7(R_t-R_o)/sd(R) + 2.5 home]; mean of the most recent min(3,n) adjusted game contributions a_g(target_team_margin)",src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_target_team_margin_mean_to_date,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,a_g = margin - [7(R_t-R_o)/sd(R) + 2.5 home]; cumulative mean through week w: n^(-1) sum_g a_g(target_team_margin),src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
opp_adj_v1_4_unique_opponents,opponent_adjusted,F3,derived_historical_games,source_defined,Opponent-adjusted value fit only on games before the target cutoff.,cumulative number of distinct opponents faced in the team-season,src/gridiron_ml/experiments/opponent_adjusted.py,,,,X,X,X,X,,X
roster_return_percent_p_p_a,returning_production,F4,cfbd_returning,source_defined,Returning-production prior known before the target game.,CFBD season returning-production value; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
roster_return_percent_passing_p_p_a,returning_production,F4,cfbd_returning,source_defined,Returning-production prior known before the target game.,CFBD season returning-production value; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
roster_return_percent_receiving_p_p_a,returning_production,F4,cfbd_returning,source_defined,Returning-production prior known before the target game.,CFBD season returning-production value; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
roster_return_percent_rushing_p_p_a,returning_production,F4,cfbd_returning,source_defined,Returning-production prior known before the target game.,CFBD season returning-production value; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
roster_return_rushing_usage,returning_production,F4,cfbd_returning,source_defined,Returning-production prior known before the target game.,CFBD season returning-production value; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
roster_return_total_rushing_p_p_a,returning_production,F4,cfbd_returning,source_defined,Returning-production prior known before the target game.,CFBD season returning-production value; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,,,,,X,X,X,,X
roster_talent,preseason_prior,F0,cfbd_talent,rating,Team talent composite available before the target game.,CFBD season talent composite; coerced numeric and forward-filled within team-season,src/gridiron_ml/fingerprints/builders/v0.py,X,X,X,X,X,X,X,,X
statDef_defensive_tds,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_defensive_tds numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_interception_tds,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_interception_tds numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_interceptions,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_interceptions numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_passes_deflected,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_passes_deflected numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_passes_intercepted,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_passes_intercepted numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_qb_hurries,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_qb_hurries numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_sacks,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_sacks numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_tackles,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_tackles numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statDef_tackles_for_loss,box_score_defense,F1,cfbd_game_team_stats,source_defined,Leakage-safe defensive box-score summary.,coerce raw per-game statDef_tackles_for_loss numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statGen_fumbles_lost,box_score_general,F1,cfbd_game_team_stats,source_defined,Leakage-safe general box-score summary.,coerce raw per-game statGen_fumbles_lost numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statGen_fumbles_recovered,box_score_general,F1,cfbd_game_team_stats,source_defined,Leakage-safe general box-score summary.,coerce raw per-game statGen_fumbles_recovered numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statGen_penalties,box_score_general,F1,cfbd_game_team_stats,source_defined,Leakage-safe general box-score summary.,coerce raw per-game statGen_penalties numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statGen_possession_time,box_score_general,F1,cfbd_game_team_stats,source_defined,Leakage-safe general box-score summary.,parse MM:SS as minutes + seconds/60; then cumulative team-season mean,src/gridiron_ml/pipeline/pre_processing/cleaners.py; src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statGen_total_fumbles,box_score_general,F1,cfbd_game_team_stats,source_defined,Leakage-safe general box-score summary.,coerce raw per-game statGen_total_fumbles numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statGen_turnovers,box_score_general,F1,cfbd_game_team_stats,source_defined,Leakage-safe general box-score summary.,coerce raw per-game statGen_turnovers numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_completion_rate,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,per game: completions / pass_attempts; then cumulative team-season mean,src/gridiron_ml/pipeline/pre_processing/cleaners.py; src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_first_downs,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_first_downs numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_fourth_down_rate,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,per game: fourth_down_successes / fourth_down_attempts; then cumulative team-season mean,src/gridiron_ml/pipeline/pre_processing/cleaners.py; src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_pass_attempts,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_pass_attempts numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_passing_tds,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_passing_tds numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_rushing_attempts,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_rushing_attempts numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_rushing_tds,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_rushing_tds numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_third_down_rate,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,per game: third_down_successes / third_down_attempts; then cumulative team-season mean,src/gridiron_ml/pipeline/pre_processing/cleaners.py; src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_yards_per_pass,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_yards_per_pass numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statOff_yards_per_rush_attempt,box_score_offense,F1,cfbd_game_team_stats,source_defined,Leakage-safe offensive box-score summary.,coerce raw per-game statOff_yards_per_rush_attempt numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statSpe_kick_return_tds,box_score_special_teams,F1,cfbd_game_team_stats,source_defined,Leakage-safe special-teams box-score summary.,coerce raw per-game statSpe_kick_return_tds numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statSpe_kick_returns,box_score_special_teams,F1,cfbd_game_team_stats,source_defined,Leakage-safe special-teams box-score summary.,coerce raw per-game statSpe_kick_returns numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statSpe_kicking_points,box_score_special_teams,F1,cfbd_game_team_stats,source_defined,Leakage-safe special-teams box-score summary.,coerce raw per-game statSpe_kicking_points numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statSpe_punt_return_tds,box_score_special_teams,F1,cfbd_game_team_stats,source_defined,Leakage-safe special-teams box-score summary.,coerce raw per-game statSpe_punt_return_tds numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
statSpe_punt_returns,box_score_special_teams,F1,cfbd_game_team_stats,source_defined,Leakage-safe special-teams box-score summary.,coerce raw per-game statSpe_punt_returns numeric; cumulative team-season mean n^(-1) sum_g x_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
target_points_against_avg,box_score,F1,cfbd_games,points_per_game,Leakage-safe prior-game mean points allowed.,cumulative mean through week w: n^(-1) sum_g points_against_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
target_points_for_avg,box_score,F1,cfbd_games,points_per_game,Leakage-safe prior-game mean points scored.,cumulative mean through week w: n^(-1) sum_g points_for_g,src/gridiron_ml/fingerprints/builders/v0.py,,X,X,X,X,X,X,,X
